inventory_id,film_id,store_id,created_at,updated_at
698,153,1,2006-02-15,2006-02-15
699,153,1,2006-02-15,2006-02-15
700,153,1,2006-02-15,2006-02-15
701,153,1,2006-02-15,2006-02-15
702,154,1,2006-02-15,2006-02-15
703,154,1,2006-02-15,2006-02-15
704,154,1,2006-02-15,2006-02-15
705,154,2,2006-02-15,2006-02-15
706,154,2,2006-02-15,2006-02-15
707,154,2,2006-02-15,2006-02-15
708,154,2,2006-02-15,2006-02-15
709,155,1,2006-02-15,2006-02-15
710,155,1,2006-02-15,2006-02-15
711,155,2,2006-02-15,2006-02-15
712,155,2,2006-02-15,2006-02-15
713,155,2,2006-02-15,2006-02-15
714,156,2,2006-02-15,2006-02-15
715,156,2,2006-02-15,2006-02-15
716,157,2,2006-02-15,2006-02-15
717,157,2,2006-02-15,2006-02-15
718,157,2,2006-02-15,2006-02-15
719,158,1,2006-02-15,2006-02-15
720,158,1,2006-02-15,2006-02-15
721,158,2,2006-02-15,2006-02-15
722,158,2,2006-02-15,2006-02-15
723,158,2,2006-02-15,2006-02-15
724,159,1,2006-02-15,2006-02-15
725,159,1,2006-02-15,2006-02-15
726,159,1,2006-02-15,2006-02-15
727,159,1,2006-02-15,2006-02-15
728,159,2,2006-02-15,2006-02-15
729,159,2,2006-02-15,2006-02-15
730,159,2,2006-02-15,2006-02-15
731,160,1,2006-02-15,2006-02-15
732,160,1,2006-02-15,2006-02-15
733,160,2,2006-02-15,2006-02-15
734,160,2,2006-02-15,2006-02-15
735,160,2,2006-02-15,2006-02-15
736,161,1,2006-02-15,2006-02-15
737,161,1,2006-02-15,2006-02-15
738,162,1,2006-02-15,2006-02-15
739,162,1,2006-02-15,2006-02-15
740,162,1,2006-02-15,2006-02-15
741,162,2,2006-02-15,2006-02-15
742,162,2,2006-02-15,2006-02-15
743,162,2,2006-02-15,2006-02-15
744,162,2,2006-02-15,2006-02-15
745,163,2,2006-02-15,2006-02-15
746,163,2,2006-02-15,2006-02-15
747,163,2,2006-02-15,2006-02-15
748,164,1,2006-02-15,2006-02-15
749,164,1,2006-02-15,2006-02-15
750,164,2,2006-02-15,2006-02-15
751,164,2,2006-02-15,2006-02-15
752,164,2,2006-02-15,2006-02-15
753,165,1,2006-02-15,2006-02-15
754,165,1,2006-02-15,2006-02-15
755,165,1,2006-02-15,2006-02-15
756,165,2,2006-02-15,2006-02-15
757,165,2,2006-02-15,2006-02-15
758,166,1,2006-02-15,2006-02-15
759,166,1,2006-02-15,2006-02-15
760,166,1,2006-02-15,2006-02-15
761,166,1,2006-02-15,2006-02-15
762,166,2,2006-02-15,2006-02-15
763,166,2,2006-02-15,2006-02-15
764,167,1,2006-02-15,2006-02-15
765,167,1,2006-02-15,2006-02-15
766,167,1,2006-02-15,2006-02-15
767,167,1,2006-02-15,2006-02-15
768,167,2,2006-02-15,2006-02-15
769,167,2,2006-02-15,2006-02-15
770,167,2,2006-02-15,2006-02-15
771,168,1,2006-02-15,2006-02-15
772,168,1,2006-02-15,2006-02-15
773,169,1,2006-02-15,2006-02-15
774,169,1,2006-02-15,2006-02-15
775,169,2,2006-02-15,2006-02-15
776,169,2,2006-02-15,2006-02-15
777,170,1,2006-02-15,2006-02-15
778,170,1,2006-02-15,2006-02-15
779,170,2,2006-02-15,2006-02-15
780,170,2,2006-02-15,2006-02-15
781,170,2,2006-02-15,2006-02-15
782,170,2,2006-02-15,2006-02-15
783,172,1,2006-02-15,2006-02-15
784,172,1,2006-02-15,2006-02-15
785,172,1,2006-02-15,2006-02-15
786,172,1,2006-02-15,2006-02-15
787,172,2,2006-02-15,2006-02-15
788,172,2,2006-02-15,2006-02-15
789,172,2,2006-02-15,2006-02-15
790,173,1,2006-02-15,2006-02-15
791,173,1,2006-02-15,2006-02-15
792,173,1,2006-02-15,2006-02-15
793,173,2,2006-02-15,2006-02-15
794,173,2,2006-02-15,2006-02-15
795,174,1,2006-02-15,2006-02-15
796,174,1,2006-02-15,2006-02-15
797,174,1,2006-02-15,2006-02-15
798,174,1,2006-02-15,2006-02-15
799,174,2,2006-02-15,2006-02-15
800,174,2,2006-02-15,2006-02-15
801,174,2,2006-02-15,2006-02-15
802,174,2,2006-02-15,2006-02-15
803,175,1,2006-02-15,2006-02-15
804,175,1,2006-02-15,2006-02-15
805,175,2,2006-02-15,2006-02-15
806,175,2,2006-02-15,2006-02-15
807,175,2,2006-02-15,2006-02-15
808,176,1,2006-02-15,2006-02-15
809,176,1,2006-02-15,2006-02-15
810,176,2,2006-02-15,2006-02-15
811,176,2,2006-02-15,2006-02-15
812,176,2,2006-02-15,2006-02-15
813,176,2,2006-02-15,2006-02-15
814,177,2,2006-02-15,2006-02-15
815,177,2,2006-02-15,2006-02-15
816,177,2,2006-02-15,2006-02-15
817,178,1,2006-02-15,2006-02-15
818,178,1,2006-02-15,2006-02-15
819,179,1,2006-02-15,2006-02-15
820,179,1,2006-02-15,2006-02-15
821,179,1,2006-02-15,2006-02-15
822,179,1,2006-02-15,2006-02-15
823,180,2,2006-02-15,2006-02-15
824,180,2,2006-02-15,2006-02-15
825,181,1,2006-02-15,2006-02-15
826,181,1,2006-02-15,2006-02-15
827,181,1,2006-02-15,2006-02-15
828,181,2,2006-02-15,2006-02-15
829,181,2,2006-02-15,2006-02-15
830,181,2,2006-02-15,2006-02-15
831,181,2,2006-02-15,2006-02-15
832,182,1,2006-02-15,2006-02-15
833,182,1,2006-02-15,2006-02-15
834,183,1,2006-02-15,2006-02-15
835,183,1,2006-02-15,2006-02-15
836,183,1,2006-02-15,2006-02-15
837,183,2,2006-02-15,2006-02-15
838,183,2,2006-02-15,2006-02-15
839,183,2,2006-02-15,2006-02-15
840,184,1,2006-02-15,2006-02-15
841,184,1,2006-02-15,2006-02-15
842,184,2,2006-02-15,2006-02-15
843,184,2,2006-02-15,2006-02-15
844,184,2,2006-02-15,2006-02-15
845,185,1,2006-02-15,2006-02-15
846,185,1,2006-02-15,2006-02-15
847,186,1,2006-02-15,2006-02-15
848,186,1,2006-02-15,2006-02-15
849,186,2,2006-02-15,2006-02-15
850,186,2,2006-02-15,2006-02-15
851,187,2,2006-02-15,2006-02-15
852,187,2,2006-02-15,2006-02-15
853,187,2,2006-02-15,2006-02-15
854,188,1,2006-02-15,2006-02-15
855,188,1,2006-02-15,2006-02-15
856,188,1,2006-02-15,2006-02-15
857,189,1,2006-02-15,2006-02-15
858,189,1,2006-02-15,2006-02-15
859,189,2,2006-02-15,2006-02-15
860,189,2,2006-02-15,2006-02-15
861,189,2,2006-02-15,2006-02-15
862,189,2,2006-02-15,2006-02-15
863,190,2,2006-02-15,2006-02-15
864,190,2,2006-02-15,2006-02-15
865,190,2,2006-02-15,2006-02-15
866,190,2,2006-02-15,2006-02-15
867,191,1,2006-02-15,2006-02-15
868,191,1,2006-02-15,2006-02-15
869,191,1,2006-02-15,2006-02-15
870,191,2,2006-02-15,2006-02-15
871,191,2,2006-02-15,2006-02-15
872,191,2,2006-02-15,2006-02-15
873,193,1,2006-02-15,2006-02-15
874,193,1,2006-02-15,2006-02-15
875,193,1,2006-02-15,2006-02-15
876,193,1,2006-02-15,2006-02-15
877,193,2,2006-02-15,2006-02-15
878,193,2,2006-02-15,2006-02-15
879,193,2,2006-02-15,2006-02-15
880,193,2,2006-02-15,2006-02-15
881,194,1,2006-02-15,2006-02-15
882,194,1,2006-02-15,2006-02-15
883,194,2,2006-02-15,2006-02-15
884,194,2,2006-02-15,2006-02-15
885,196,1,2006-02-15,2006-02-15
886,196,1,2006-02-15,2006-02-15
887,197,1,2006-02-15,2006-02-15
888,197,1,2006-02-15,2006-02-15
889,199,1,2006-02-15,2006-02-15
890,199,1,2006-02-15,2006-02-15
891,199,1,2006-02-15,2006-02-15
892,199,1,2006-02-15,2006-02-15
893,199,2,2006-02-15,2006-02-15
894,199,2,2006-02-15,2006-02-15
895,199,2,2006-02-15,2006-02-15
896,199,2,2006-02-15,2006-02-15
897,200,1,2006-02-15,2006-02-15
898,200,1,2006-02-15,2006-02-15
899,200,1,2006-02-15,2006-02-15
900,200,1,2006-02-15,2006-02-15
901,200,2,2006-02-15,2006-02-15
902,200,2,2006-02-15,2006-02-15
903,200,2,2006-02-15,2006-02-15
904,200,2,2006-02-15,2006-02-15
905,201,1,2006-02-15,2006-02-15
906,201,1,2006-02-15,2006-02-15
907,201,1,2006-02-15,2006-02-15
908,201,1,2006-02-15,2006-02-15
909,202,1,2006-02-15,2006-02-15
910,202,1,2006-02-15,2006-02-15
911,202,1,2006-02-15,2006-02-15
912,203,2,2006-02-15,2006-02-15
913,203,2,2006-02-15,2006-02-15
914,203,2,2006-02-15,2006-02-15
915,203,2,2006-02-15,2006-02-15
916,204,1,2006-02-15,2006-02-15
917,204,1,2006-02-15,2006-02-15
918,204,1,2006-02-15,2006-02-15
919,204,1,2006-02-15,2006-02-15
920,204,2,2006-02-15,2006-02-15
921,204,2,2006-02-15,2006-02-15
922,205,1,2006-02-15,2006-02-15
923,205,1,2006-02-15,2006-02-15
924,205,1,2006-02-15,2006-02-15
925,205,1,2006-02-15,2006-02-15
926,206,1,2006-02-15,2006-02-15
927,206,1,2006-02-15,2006-02-15
928,206,1,2006-02-15,2006-02-15
929,206,1,2006-02-15,2006-02-15
930,206,2,2006-02-15,2006-02-15
931,206,2,2006-02-15,2006-02-15
932,206,2,2006-02-15,2006-02-15
933,206,2,2006-02-15,2006-02-15
934,207,1,2006-02-15,2006-02-15
935,207,1,2006-02-15,2006-02-15
936,207,1,2006-02-15,2006-02-15
937,207,1,2006-02-15,2006-02-15
938,208,1,2006-02-15,2006-02-15
939,208,1,2006-02-15,2006-02-15
940,208,1,2006-02-15,2006-02-15
941,209,1,2006-02-15,2006-02-15
942,209,1,2006-02-15,2006-02-15
943,209,1,2006-02-15,2006-02-15
944,209,1,2006-02-15,2006-02-15
945,210,2,2006-02-15,2006-02-15
946,210,2,2006-02-15,2006-02-15
947,210,2,2006-02-15,2006-02-15
948,211,1,2006-02-15,2006-02-15
949,211,1,2006-02-15,2006-02-15
950,212,1,2006-02-15,2006-02-15
951,212,1,2006-02-15,2006-02-15
952,212,1,2006-02-15,2006-02-15
953,212,2,2006-02-15,2006-02-15
954,212,2,2006-02-15,2006-02-15
955,213,1,2006-02-15,2006-02-15
956,213,1,2006-02-15,2006-02-15
957,213,1,2006-02-15,2006-02-15
958,213,1,2006-02-15,2006-02-15
959,214,2,2006-02-15,2006-02-15
960,214,2,2006-02-15,2006-02-15
961,214,2,2006-02-15,2006-02-15
962,214,2,2006-02-15,2006-02-15
963,215,1,2006-02-15,2006-02-15
964,215,1,2006-02-15,2006-02-15
965,215,1,2006-02-15,2006-02-15
966,215,2,2006-02-15,2006-02-15
967,215,2,2006-02-15,2006-02-15
968,215,2,2006-02-15,2006-02-15
969,216,1,2006-02-15,2006-02-15
970,216,1,2006-02-15,2006-02-15
971,216,2,2006-02-15,2006-02-15
972,216,2,2006-02-15,2006-02-15
973,216,2,2006-02-15,2006-02-15
974,218,1,2006-02-15,2006-02-15
975,218,1,2006-02-15,2006-02-15
976,218,1,2006-02-15,2006-02-15
977,218,1,2006-02-15,2006-02-15
978,218,2,2006-02-15,2006-02-15
979,218,2,2006-02-15,2006-02-15
980,218,2,2006-02-15,2006-02-15
981,219,1,2006-02-15,2006-02-15
982,219,1,2006-02-15,2006-02-15
983,219,1,2006-02-15,2006-02-15
984,219,1,2006-02-15,2006-02-15
985,220,1,2006-02-15,2006-02-15
986,220,1,2006-02-15,2006-02-15
987,220,1,2006-02-15,2006-02-15
988,220,1,2006-02-15,2006-02-15
989,220,2,2006-02-15,2006-02-15
990,220,2,2006-02-15,2006-02-15
991,220,2,2006-02-15,2006-02-15
992,220,2,2006-02-15,2006-02-15
993,222,1,2006-02-15,2006-02-15
994,222,1,2006-02-15,2006-02-15
995,222,2,2006-02-15,2006-02-15
996,222,2,2006-02-15,2006-02-15
997,222,2,2006-02-15,2006-02-15
998,222,2,2006-02-15,2006-02-15
999,223,2,2006-02-15,2006-02-15
1000,223,2,2006-02-15,2006-02-15
1001,224,1,2006-02-15,2006-02-15
1002,224,1,2006-02-15,2006-02-15
1003,225,1,2006-02-15,2006-02-15
1004,225,1,2006-02-15,2006-02-15
1005,225,1,2006-02-15,2006-02-15
1006,226,1,2006-02-15,2006-02-15
1007,226,1,2006-02-15,2006-02-15
1008,226,2,2006-02-15,2006-02-15
1009,226,2,2006-02-15,2006-02-15
1010,226,2,2006-02-15,2006-02-15
1011,227,1,2006-02-15,2006-02-15
1012,227,1,2006-02-15,2006-02-15
1013,227,1,2006-02-15,2006-02-15
1014,227,2,2006-02-15,2006-02-15
1015,227,2,2006-02-15,2006-02-15
1016,228,1,2006-02-15,2006-02-15
1017,228,1,2006-02-15,2006-02-15
1018,228,1,2006-02-15,2006-02-15
1019,228,2,2006-02-15,2006-02-15
1020,228,2,2006-02-15,2006-02-15
1021,228,2,2006-02-15,2006-02-15
1022,228,2,2006-02-15,2006-02-15
1023,229,1,2006-02-15,2006-02-15
1024,229,1,2006-02-15,2006-02-15
1025,229,2,2006-02-15,2006-02-15
1026,229,2,2006-02-15,2006-02-15
1027,230,1,2006-02-15,2006-02-15
1028,230,1,2006-02-15,2006-02-15
1029,231,1,2006-02-15,2006-02-15
1030,231,1,2006-02-15,2006-02-15
1031,231,1,2006-02-15,2006-02-15
1032,231,1,2006-02-15,2006-02-15
1033,231,2,2006-02-15,2006-02-15
1034,231,2,2006-02-15,2006-02-15
1035,231,2,2006-02-15,2006-02-15
1036,231,2,2006-02-15,2006-02-15
1037,232,1,2006-02-15,2006-02-15
1038,232,1,2006-02-15,2006-02-15
1039,232,1,2006-02-15,2006-02-15
1040,232,2,2006-02-15,2006-02-15
1041,232,2,2006-02-15,2006-02-15
1042,233,1,2006-02-15,2006-02-15
1043,233,1,2006-02-15,2006-02-15
1044,233,1,2006-02-15,2006-02-15
1045,233,1,2006-02-15,2006-02-15
1046,233,2,2006-02-15,2006-02-15
1047,233,2,2006-02-15,2006-02-15
1048,234,1,2006-02-15,2006-02-15
1049,234,1,2006-02-15,2006-02-15
1050,234,1,2006-02-15,2006-02-15
1051,234,1,2006-02-15,2006-02-15
1052,234,2,2006-02-15,2006-02-15
1053,234,2,2006-02-15,2006-02-15
1054,234,2,2006-02-15,2006-02-15
1055,235,1,2006-02-15,2006-02-15
1056,235,1,2006-02-15,2006-02-15
1057,235,2,2006-02-15,2006-02-15
1058,235,2,2006-02-15,2006-02-15
1059,235,2,2006-02-15,2006-02-15
1060,235,2,2006-02-15,2006-02-15
1061,236,2,2006-02-15,2006-02-15
1062,236,2,2006-02-15,2006-02-15
1063,236,2,2006-02-15,2006-02-15
1064,236,2,2006-02-15,2006-02-15
1065,237,1,2006-02-15,2006-02-15
1066,237,1,2006-02-15,2006-02-15
1067,238,1,2006-02-15,2006-02-15
1068,238,1,2006-02-15,2006-02-15
1069,239,1,2006-02-15,2006-02-15
1070,239,1,2006-02-15,2006-02-15
1071,239,1,2006-02-15,2006-02-15
1072,239,1,2006-02-15,2006-02-15
1073,239,2,2006-02-15,2006-02-15
1074,239,2,2006-02-15,2006-02-15
1075,239,2,2006-02-15,2006-02-15
1076,239,2,2006-02-15,2006-02-15
1077,240,2,2006-02-15,2006-02-15
1078,240,2,2006-02-15,2006-02-15
1079,240,2,2006-02-15,2006-02-15
1080,241,1,2006-02-15,2006-02-15
1081,241,1,2006-02-15,2006-02-15
1082,241,1,2006-02-15,2006-02-15
1083,241,1,2006-02-15,2006-02-15
1084,242,1,2006-02-15,2006-02-15
1085,242,1,2006-02-15,2006-02-15
1086,242,2,2006-02-15,2006-02-15
1087,242,2,2006-02-15,2006-02-15
1088,242,2,2006-02-15,2006-02-15
1089,243,1,2006-02-15,2006-02-15
1090,243,1,2006-02-15,2006-02-15
1091,243,2,2006-02-15,2006-02-15
1092,243,2,2006-02-15,2006-02-15
1093,243,2,2006-02-15,2006-02-15
1094,243,2,2006-02-15,2006-02-15
1095,244,1,2006-02-15,2006-02-15
1096,244,1,2006-02-15,2006-02-15
1097,244,1,2006-02-15,2006-02-15
1098,244,1,2006-02-15,2006-02-15
1099,244,2,2006-02-15,2006-02-15
1100,244,2,2006-02-15,2006-02-15
1101,244,2,2006-02-15,2006-02-15
1102,245,1,2006-02-15,2006-02-15
1103,245,1,2006-02-15,2006-02-15
1104,245,1,2006-02-15,2006-02-15
1105,245,2,2006-02-15,2006-02-15
1106,245,2,2006-02-15,2006-02-15
1107,245,2,2006-02-15,2006-02-15
1108,245,2,2006-02-15,2006-02-15
1109,246,2,2006-02-15,2006-02-15
1110,246,2,2006-02-15,2006-02-15
1111,246,2,2006-02-15,2006-02-15
1112,247,1,2006-02-15,2006-02-15
1113,247,1,2006-02-15,2006-02-15
1114,247,1,2006-02-15,2006-02-15
1115,247,2,2006-02-15,2006-02-15
1116,247,2,2006-02-15,2006-02-15
1117,247,2,2006-02-15,2006-02-15
1118,247,2,2006-02-15,2006-02-15
1119,248,2,2006-02-15,2006-02-15
1120,248,2,2006-02-15,2006-02-15
1121,249,1,2006-02-15,2006-02-15
1122,249,1,2006-02-15,2006-02-15
1123,249,2,2006-02-15,2006-02-15
1124,249,2,2006-02-15,2006-02-15
1125,249,2,2006-02-15,2006-02-15
1126,249,2,2006-02-15,2006-02-15
1127,250,2,2006-02-15,2006-02-15
1128,250,2,2006-02-15,2006-02-15
1129,250,2,2006-02-15,2006-02-15
1130,250,2,2006-02-15,2006-02-15
1131,251,1,2006-02-15,2006-02-15
1132,251,1,2006-02-15,2006-02-15
1133,251,2,2006-02-15,2006-02-15
1134,251,2,2006-02-15,2006-02-15
1135,251,2,2006-02-15,2006-02-15
1136,252,1,2006-02-15,2006-02-15
1137,252,1,2006-02-15,2006-02-15
1138,252,1,2006-02-15,2006-02-15
1139,252,2,2006-02-15,2006-02-15
1140,252,2,2006-02-15,2006-02-15
1141,252,2,2006-02-15,2006-02-15
1142,253,1,2006-02-15,2006-02-15
1143,253,1,2006-02-15,2006-02-15
1144,253,1,2006-02-15,2006-02-15
1145,253,1,2006-02-15,2006-02-15
1146,253,2,2006-02-15,2006-02-15
1147,253,2,2006-02-15,2006-02-15
1148,254,1,2006-02-15,2006-02-15
1149,254,1,2006-02-15,2006-02-15
1150,254,2,2006-02-15,2006-02-15
1151,254,2,2006-02-15,2006-02-15
1152,254,2,2006-02-15,2006-02-15
1153,255,1,2006-02-15,2006-02-15
1154,255,1,2006-02-15,2006-02-15
1155,255,1,2006-02-15,2006-02-15
1156,255,1,2006-02-15,2006-02-15
1157,255,2,2006-02-15,2006-02-15
1158,255,2,2006-02-15,2006-02-15
1159,256,2,2006-02-15,2006-02-15
1160,256,2,2006-02-15,2006-02-15
1161,256,2,2006-02-15,2006-02-15
1162,257,2,2006-02-15,2006-02-15
1163,257,2,2006-02-15,2006-02-15
1164,257,2,2006-02-15,2006-02-15
1165,258,2,2006-02-15,2006-02-15
1166,258,2,2006-02-15,2006-02-15
1167,258,2,2006-02-15,2006-02-15
1168,258,2,2006-02-15,2006-02-15
1169,259,1,2006-02-15,2006-02-15
1170,259,1,2006-02-15,2006-02-15
1171,260,2,2006-02-15,2006-02-15
1172,260,2,2006-02-15,2006-02-15
1173,260,2,2006-02-15,2006-02-15
1174,260,2,2006-02-15,2006-02-15
1175,261,1,2006-02-15,2006-02-15
1176,261,1,2006-02-15,2006-02-15
1177,262,2,2006-02-15,2006-02-15
1178,262,2,2006-02-15,2006-02-15
1179,263,1,2006-02-15,2006-02-15
1180,263,1,2006-02-15,2006-02-15
1181,263,1,2006-02-15,2006-02-15
1182,263,1,2006-02-15,2006-02-15
1183,263,2,2006-02-15,2006-02-15
1184,263,2,2006-02-15,2006-02-15
1185,263,2,2006-02-15,2006-02-15
1186,264,2,2006-02-15,2006-02-15
1187,264,2,2006-02-15,2006-02-15
1188,265,1,2006-02-15,2006-02-15
1189,265,1,2006-02-15,2006-02-15
1190,265,1,2006-02-15,2006-02-15
1191,265,1,2006-02-15,2006-02-15
1192,266,1,2006-02-15,2006-02-15
1193,266,1,2006-02-15,2006-02-15
1194,266,1,2006-02-15,2006-02-15
1195,266,1,2006-02-15,2006-02-15
1196,266,2,2006-02-15,2006-02-15
1197,266,2,2006-02-15,2006-02-15
1198,266,2,2006-02-15,2006-02-15
1199,266,2,2006-02-15,2006-02-15
1200,267,1,2006-02-15,2006-02-15
1201,267,1,2006-02-15,2006-02-15
1202,267,1,2006-02-15,2006-02-15
1203,267,1,2006-02-15,2006-02-15
1204,267,2,2006-02-15,2006-02-15
1205,267,2,2006-02-15,2006-02-15
1206,268,2,2006-02-15,2006-02-15
1207,268,2,2006-02-15,2006-02-15
1208,269,1,2006-02-15,2006-02-15
1209,269,1,2006-02-15,2006-02-15
1210,269,2,2006-02-15,2006-02-15
1211,269,2,2006-02-15,2006-02-15
1212,269,2,2006-02-15,2006-02-15
1213,269,2,2006-02-15,2006-02-15
1214,270,1,2006-02-15,2006-02-15
1215,270,1,2006-02-15,2006-02-15
1216,270,1,2006-02-15,2006-02-15
1217,270,2,2006-02-15,2006-02-15
1218,270,2,2006-02-15,2006-02-15
1219,270,2,2006-02-15,2006-02-15
1220,270,2,2006-02-15,2006-02-15
1221,271,1,2006-02-15,2006-02-15
1222,271,1,2006-02-15,2006-02-15
1223,271,1,2006-02-15,2006-02-15
1224,271,2,2006-02-15,2006-02-15
1225,271,2,2006-02-15,2006-02-15
1226,272,1,2006-02-15,2006-02-15
1227,272,1,2006-02-15,2006-02-15
1228,272,1,2006-02-15,2006-02-15
1229,272,1,2006-02-15,2006-02-15
1230,273,1,2006-02-15,2006-02-15
1231,273,1,2006-02-15,2006-02-15
1232,273,1,2006-02-15,2006-02-15
1233,273,1,2006-02-15,2006-02-15
1234,273,2,2006-02-15,2006-02-15
1235,273,2,2006-02-15,2006-02-15
1236,273,2,2006-02-15,2006-02-15
1237,274,1,2006-02-15,2006-02-15
1238,274,1,2006-02-15,2006-02-15
1239,274,1,2006-02-15,2006-02-15
1240,274,2,2006-02-15,2006-02-15
1241,274,2,2006-02-15,2006-02-15
1242,274,2,2006-02-15,2006-02-15
1243,274,2,2006-02-15,2006-02-15
1244,275,1,2006-02-15,2006-02-15
1245,275,1,2006-02-15,2006-02-15
1246,275,1,2006-02-15,2006-02-15
1247,275,2,2006-02-15,2006-02-15
1248,275,2,2006-02-15,2006-02-15
1249,276,1,2006-02-15,2006-02-15
1250,276,1,2006-02-15,2006-02-15
1251,276,1,2006-02-15,2006-02-15
1252,276,1,2006-02-15,2006-02-15
1253,277,1,2006-02-15,2006-02-15
1254,277,1,2006-02-15,2006-02-15
1255,277,1,2006-02-15,2006-02-15
1256,278,1,2006-02-15,2006-02-15
1257,278,1,2006-02-15,2006-02-15
1258,279,1,2006-02-15,2006-02-15
1259,279,1,2006-02-15,2006-02-15
1260,280,1,2006-02-15,2006-02-15
1261,280,1,2006-02-15,2006-02-15
1262,280,1,2006-02-15,2006-02-15
1263,280,1,2006-02-15,2006-02-15
1264,280,2,2006-02-15,2006-02-15
1265,280,2,2006-02-15,2006-02-15
1266,281,1,2006-02-15,2006-02-15
1267,281,1,2006-02-15,2006-02-15
1268,281,2,2006-02-15,2006-02-15
1269,281,2,2006-02-15,2006-02-15
1270,281,2,2006-02-15,2006-02-15
1271,281,2,2006-02-15,2006-02-15
1272,282,1,2006-02-15,2006-02-15
1273,282,1,2006-02-15,2006-02-15
1274,282,1,2006-02-15,2006-02-15
1275,282,2,2006-02-15,2006-02-15
1276,282,2,2006-02-15,2006-02-15
1277,282,2,2006-02-15,2006-02-15
1278,283,1,2006-02-15,2006-02-15
1279,283,1,2006-02-15,2006-02-15
1280,283,1,2006-02-15,2006-02-15
1281,284,1,2006-02-15,2006-02-15
1282,284,1,2006-02-15,2006-02-15
1283,284,1,2006-02-15,2006-02-15
1284,284,2,2006-02-15,2006-02-15
1285,284,2,2006-02-15,2006-02-15
1286,284,2,2006-02-15,2006-02-15
1287,284,2,2006-02-15,2006-02-15
1288,285,1,2006-02-15,2006-02-15
1289,285,1,2006-02-15,2006-02-15
1290,285,1,2006-02-15,2006-02-15
1291,285,2,2006-02-15,2006-02-15
1292,285,2,2006-02-15,2006-02-15
1293,285,2,2006-02-15,2006-02-15
1294,285,2,2006-02-15,2006-02-15
1295,286,1,2006-02-15,2006-02-15
1296,286,1,2006-02-15,2006-02-15
1297,286,2,2006-02-15,2006-02-15
1298,286,2,2006-02-15,2006-02-15
1299,286,2,2006-02-15,2006-02-15
1300,287,1,2006-02-15,2006-02-15
1301,287,1,2006-02-15,2006-02-15
1302,287,2,2006-02-15,2006-02-15
1303,287,2,2006-02-15,2006-02-15
1304,288,1,2006-02-15,2006-02-15
1305,288,1,2006-02-15,2006-02-15
1306,288,2,2006-02-15,2006-02-15
1307,288,2,2006-02-15,2006-02-15
1308,288,2,2006-02-15,2006-02-15
1309,288,2,2006-02-15,2006-02-15
1310,289,1,2006-02-15,2006-02-15
1311,289,1,2006-02-15,2006-02-15
1312,290,1,2006-02-15,2006-02-15
1313,290,1,2006-02-15,2006-02-15
1314,290,1,2006-02-15,2006-02-15
1315,291,1,2006-02-15,2006-02-15
1316,291,1,2006-02-15,2006-02-15
1317,291,1,2006-02-15,2006-02-15
1318,291,1,2006-02-15,2006-02-15
1319,292,1,2006-02-15,2006-02-15
1320,292,1,2006-02-15,2006-02-15
1321,292,1,2006-02-15,2006-02-15
1322,292,2,2006-02-15,2006-02-15
1323,292,2,2006-02-15,2006-02-15
1324,292,2,2006-02-15,2006-02-15
1325,293,1,2006-02-15,2006-02-15
1326,293,1,2006-02-15,2006-02-15
1327,293,2,2006-02-15,2006-02-15
1328,293,2,2006-02-15,2006-02-15
1329,293,2,2006-02-15,2006-02-15
1330,294,1,2006-02-15,2006-02-15
1331,294,1,2006-02-15,2006-02-15
1332,294,2,2006-02-15,2006-02-15
1333,294,2,2006-02-15,2006-02-15
1334,294,2,2006-02-15,2006-02-15
1335,295,1,2006-02-15,2006-02-15
1336,295,1,2006-02-15,2006-02-15
1337,295,1,2006-02-15,2006-02-15
1338,295,1,2006-02-15,2006-02-15
1339,295,2,2006-02-15,2006-02-15
1340,295,2,2006-02-15,2006-02-15
1341,295,2,2006-02-15,2006-02-15
1342,295,2,2006-02-15,2006-02-15
1343,296,1,2006-02-15,2006-02-15
1344,296,1,2006-02-15,2006-02-15
1345,296,1,2006-02-15,2006-02-15
1346,296,1,2006-02-15,2006-02-15
1347,297,2,2006-02-15,2006-02-15
1348,297,2,2006-02-15,2006-02-15
1349,298,1,2006-02-15,2006-02-15
1350,298,1,2006-02-15,2006-02-15
1351,298,2,2006-02-15,2006-02-15
1352,298,2,2006-02-15,2006-02-15
1353,298,2,2006-02-15,2006-02-15
1354,299,1,2006-02-15,2006-02-15
1355,299,1,2006-02-15,2006-02-15
1356,299,1,2006-02-15,2006-02-15
1357,299,1,2006-02-15,2006-02-15
1358,300,1,2006-02-15,2006-02-15
1359,300,1,2006-02-15,2006-02-15
1360,300,2,2006-02-15,2006-02-15
1361,300,2,2006-02-15,2006-02-15
1362,300,2,2006-02-15,2006-02-15
1363,300,2,2006-02-15,2006-02-15
1364,301,1,2006-02-15,2006-02-15
1365,301,1,2006-02-15,2006-02-15
1366,301,1,2006-02-15,2006-02-15
1367,301,1,2006-02-15,2006-02-15
1368,301,2,2006-02-15,2006-02-15
1369,301,2,2006-02-15,2006-02-15
1370,301,2,2006-02-15,2006-02-15
1371,301,2,2006-02-15,2006-02-15
1372,302,1,2006-02-15,2006-02-15
1373,302,1,2006-02-15,2006-02-15
1374,302,2,2006-02-15,2006-02-15
1375,302,2,2006-02-15,2006-02-15
1376,302,2,2006-02-15,2006-02-15
